Token,NER_label
استان,B_LOC
رسانه,O
از,O
به,O
سیار,O
واکسن,O
بودند,O
شهریور,I_LOC
تصادف,O
منطقه,B_LOC
صنعتی,O
استرس,O
##ستیزانه,O
توصیه,O
فلسطین,B_LOC
##نمایش,I_PER
درک,I_ORG
نیجریه,B_LOC
امار,O
را,O
مقدم,I_PER
مراقبت,I_LOC
شهرکرد,B_LOC
میدان,O
اوکراین,B_LOC
نامه,B_ORG
شیراز,B_LOC
میلیون,O
بخش,O
نیم,I_DAT
که,O
قطر,B_LOC
تاس,I_ORG
ساری,B_mainLOC
عنوان,O
سند,O
اظهارداشت,O
کرونا,O
،,O
لرستان,I_LOC
گلستان,B_LOC
نقش,O
اثار,O
،,O
##مش,O
۳۸۴,O
خرمشهر,I_EVE
خبرگزاری,B_ORG
رسیدن,O
کشور,O
پایان,O
بازوند,I_PER
از,O
علی,I_ORG
این,O
نیروی,B_ORG
عصر,O
مدیریت,B_ORG
یکی,O
امسال,O
فارس,O
وضعیت,O
صهیونیستی,I_ORG
وظیفه,O
به,O
شهرستان,B_LOC
خرداد,I_LOC
جو,B_PER
کردن,O
مکارم,B_PER
که,O
بحرین,B_LOC
رضوانی,B_PER
بهزاد,I_PER
است,O
دبی,B_LOC
بدانند,O
محمد,B_PER
بهمن,I_DAT
دور,O
یافت,O
ایجاد,O
قران,I_EVE
است,O
می,O
کبودراهنگ,B_LOC
هیات,B_ORG
ساز,O
ایران,B_mainLOC
خبرگزاری,I_ORG
از,O
بانک,O
رعایت,O
متهمین,O
اقداماتی,O
باید,O
تشخیص,I_ORG
عظیمی,B_PER
ونزويلا,B_LOC
دریایی,I_ORG
و,I_PER
ازجمله,O
جلسه,B_EVE
،,O
نیازمندان,O
منازل,B_LOC
خبرگزاری,B_ORG
های,O
شرکت,B_ORG
یونایتد,I_ORG
شورای,I_EVE
به,O
دولت,B_ORG
بی,O
اذ,I_DAT
به,O
هکتار,O
نظیر,O
خبرنگاران,I_PER
شد,O
:,O
ریزی,O
سازمان,B_ORG
هر,O
که,O
تربت,I_PER
استفاده,O
مصوب,O
ایت,B_PER
ژا,B_LOC
ارايه,O
فصل,B_DAT
علیه,I_PER
امریکا,B_LOC
را,O
اتحادیه,I_PER
،,O
این,I_PER
کسی,O
در,O
حوزه,O
لرستان,B_LOC
میزان,O
فلسطینی,B_NAT
یزدانی,B_PER
روز,O
کوثری,I_PER
شب,B_DAT
تخصیص,O
اسلام,B_LOC
های,O
دقت,O
حفاظت,I_ORG
پزشکی,I_ORG
ایرنا,B_ORG
رژیم,B_ORG
از,O
معاونین,I_EVE
##یی,O
فاطمه,I_mainLOC
تا,O
/,O
بهداشت,B_ORG
مهدی,I_PER
است,O
سمت,O
سیدمحمدرضا,B_PER
های,O
نکردیم,O
مشهد,I_PER
ريیس,O
نقدی,O
در,O
استقلال,B_ORG
در,O
به,O
منع,I_ORG
را,O
زنی,O
انها,O
شورای,I_EVE
و,I_TIM
زاده,I_PER
رسانه,O
که,O
سال,B_DAT
ماموستا,B_PER
پهلوان,B_PER
که,O
و,I_EVE
بگیرند,O
های,O
باشد,O
و,O
ها,I_EVE
به,O
برنامه,O
در,O
"""",I_PER
سازمان,B_ORG
زیاد,O
دهند,O
گنج,B_LOC
کردیم,O
اسیا,O
را,O
خلافت,O
تورم,B_EVE
های,O
بندرعباس,B_LOC
مذاکرات,I_EVE
توزیع,I_LOC
در,O
استان,O
تبریز,I_ORG
علاقه,O
عمل,O
سهند,B_LOC
مجلس,I_ORG
کارکنان,O
معاون,B_ORG
۱,O
هفته,I_DAT
اداری,I_ORG
ترافیک,I_ORG
گیری,O
حسین,B_PER
جنگ,O
زنجان,B_mainLOC
پرورش,I_PER
مقام,B_PER
خاص,O
پرسپولیس,B_ORG
نظر,O
##ان,I_PER
مدیر,B_PER
بن,I_PER
،,I_PER
:,O
فناوری,I_ORG
ستاد,B_ORG
خود,O
تعاونی,I_ORG
سال,I_DAT
تالیفات,O
درصد,O
نوید,B_PER
۲۰۲۱,B_DAT
علی,I_PER
شرکت,B_ORG
جهاد,I_ORG
به,O
این,O
سوال,O
الانبیاء,I_ORG
این,O
حمایت,O
کشورها,O
اولویت,O
مسجد,B_LOC
نگاری,O
شوند,O
از,O
فوت,O
به,O
رفیق,I_PER
بانوان,O
سازی,I_PER
اموزش,B_ORG
است,O
در,O
محیط,I_ORG
ها,O
دارند,O
۲۸,I_DAT
کهگیلویه,I_PER
خامنه,I_ORG
ایسنا,B_ORG
دان,O
معظم,I_PER
این,O
می,O
شهر,I_mainLOC
را,O
علمیه,I_ORG
واکسن,O
راه,O
های,O
فدراسیون,B_ORG
شبکه,B_ORG
مسجد,B_LOC
و,I_EVE
محمد,I_PER
کنیم,O
جهاد,B_ORG
،,O
مسجد,B_LOC
سعود,I_ORG
های,I_DAT
بیمار,O
راه,O
نداشتند,O
برنامه,O
جایگاه,O
و,O
پور,I_LOC
تابناک,I_EVE
سرخ,B_ORG
انقلاب,I_EVE
است,O
خبرگزاری,B_ORG
قران,O
دلیل,O
در,O
دریایی,I_EVE
در,O
این,O
شب,I_TIM
قطعی,O
خود,O
در,I_PER
خبرگزاری,B_ORG
داخلی,O
جولان,I_LOC
ملت,I_NAT
سران,B_ORG
امور,I_LOC
به,O
انتظامی,I_ORG
بوشهر,B_LOC
اخلاق,O
کنند,O
ضمن,O
کرد,O
علی,I_ORG
روسیه,B_NAT
سال,B_DAT
که,O
تسهیل,O
اسدی,I_PER
این,O
نوین,I_ORG
نامه,I_ORG
دولت,B_ORG
پایان,O
مراجع,B_ORG
قاسم,I_PER
بسیج,B_ORG
زمین,O
موسوی,I_PER
بیان,O
نداشته,O
یاسوج,B_LOC
خانواده,O
که,O
تصریح,O
و,O
و,I_ORG
پرداخت,O
حرم,I_PER
اشاره,O
اعلام,O
به,O
که,O
علم,O
به,O
ما,O
زودهنگام,I_EVE
شهادت,O
عمومی,I_ORG
العاده,O
،,O
ای,O
البته,O
عزیز,O
جوانان,B_ORG
افزایش,O
از,I_DAT
کشور,O
کند,O
پیروزی,B_EVE
به,O
##قاسم,I_PER
منجر,O
موج,I_EVE
دخانی,O
مجارستان,B_LOC
استان,I_ORG
که,O
جهرم,B_mainLOC
اله,I_LOC
با,O
دانشکده,I_ORG
سعودی,I_ORG
سبحانی,B_PER
حراج,O
مبارزه,O
ما,O
طریق,O
هدف,O
حمایت,O
خمینی,I_PER
است,O
الهی,O
شرکتهای,B_ORG
ماندگار,I_ORG
کره,B_LOC
استفاده,O
و,O
ندارد,O
مهر,B_ORG
شهید,O
و,O
عاشقان,O
ام,O
لیتر,O
عج,I_LOC
بهترین,O
است,O
در,O
الصغیر,O
شد,O
به,O
همه,O
تا,O
وزارت,I_ORG
فناوری,I_ORG
ضروری,O
،,O
##ى,I_ORG
وزارت,I_ORG
شده,O
استان,I_PER
از,I_LOC
ملایر,B_LOC
،,O
باید,O
فر,I_PER
های,O
که,O
و,O
خود,O
شرکت,B_ORG
شهادت,I_EVE
ارشاد,I_ORG
و,O
زهد,O
شبستان,I_ORG
فاطمه,B_PER
۱۳۶۱,I_DAT
حسن,I_EVE
شده,O
##م,I_LOC
امیدی,O
در,O
ندارند,O
بوده,O
جم,I_ORG
برای,O
و,I_PER
با,O
است,O
کسب,O
اسیایی,I_EVE
قوه,B_ORG
تراه,I_PER
مدرس,B_LOC
نوپای,O
،,O
دام,O
اعتماد,O
را,O
نتیجه,O
صهیونیست,B_NAT
امریکا,B_LOC
دو,I_DAT
اموزش,I_ORG
جامعه,O
که,O
اسلامی,I_ORG
حاج,B_PER
نیجر,B_LOC
اورده,O
در,I_PER
حاضر,O
تا,I_DAT
پس,O
سالیان,O
،,O
بسیاری,O
عملیات,B_EVE
کمتر,O
بخش,B_LOC
اجتماعی,O
استان,B_LOC
سازمان,B_ORG
:,O
برابر,O
زنجان,B_mainLOC
پیامبر,B_PER
سال,I_DAT
زنجان,I_LOC
مقابل,O
شماره,O
در,O
بروز,O
فارابی,I_ORG
کالج,I_ORG
ایلام,I_ORG
مانند,O
و,I_EVE
مذاکرات,B_EVE
باشد,O
ایه,O
مجلس,B_ORG
و,O
معاون,B_PER
محمد,I_PER
و,I_PER
دی,I_DAT
کرد,O
مجموعه,O
زیاد,I_EVE
و,O
تبلیغات,I_ORG
تاجدار,O
صف,O
انها,O
برخی,O
شهر,B_mainLOC
و,I_ORG
،,O
پیشرفت,I_ORG
گیرد,O
حضور,O
کن,I_EVE
سرویس,O
معاونت,O
به,O
اظهار,O
تربیت,I_ORG
کرد,O
در,O
شد,O
لیگ,B_EVE
شبستان,I_ORG
عاشقان,I_ORG
احمد,B_PER
از,O
کوم,O
(,I_PER
در,O
اندازی,O
امریکا,B_mainLOC
دیگر,I_DAT
چراغ,O
سلیمانی,I_PER
نماینده,B_PER
،,O
در,O
مسجد,O
یعنی,O
و,I_ORG
لرستان,B_LOC
زد,O
است,O
اخرین,O
حوزه,B_ORG
می,O
نماینده,B_PER
بین,I_ORG
نتایج,O
اینکه,O
این,O
خراسان,I_EVE
راه,O
فیلمبرداری,O
##نا,I_PER
از,O
سجاد,I_PER
اطلاعات,I_ORG
تصریح,O
،,O
research,I_ORG
کرونا,I_ORG
سی,O
نیروی,O
انقلاب,B_EVE
!,I_LOC
پزشکی,I_PER
دولت,B_ORG
در,I_DAT
علی,I_ORG
واکسن,O
روابط,O
این,O
بیشترین,O
شمال,I_LOC
بررسی,I_TIM
رجب,B_PER
،,O
کشاورزی,I_ORG
ابومسلم,I_PER
نبی,B_PER
هیچ,O
اداره,I_ORG
اعمال,O
را,O
امدن,O
بوستان,B_LOC
تبریز,B_mainLOC
شاد,I_EVE
امام,B_PER
انقدر,O
مبارک,I_DAT
پیش,O
نفتی,I_PER
عج,I_LOC
علمی,O
از,O
برخی,O
نفت,O
الاسلام,I_PER
طول,O
کرد,O
ارتش,O
سپاه,B_ORG
ریزی,I_ORG
اشتیان,B_LOC
اینده,I_DAT
سیامک,B_PER
معوقه,O
ای,O
افزایش,O
مریوان,B_LOC
بازماندگی,O
معظم,I_PER
و,O
،,O
با,O
کالای,O
##ر,I_ORG
قره,B_LOC
اخبار,B_ORG
خبرگزاری,B_ORG
کند,O
،,O
بهشتی,B_PER
یازدهمین,B_EVE
استقلال,B_ORG
،,O
با,O
به,O
نماینده,I_PER
برق,I_ORG
نام,O
اردستان,B_LOC
که,O
برنا,I_PER
سازمان,B_ORG
بایر,I_LOC
با,O
سازنده,O
بسته,O
جشن,O
امیرکبیر,I_LOC
خانه,I_PER
گفت,O
مازندران,I_EVE
شهادت,O
روز,B_EVE
یک,O
۱۴۵,O
سفید,I_LOC
اقتصادی,O
بروز,O
از,O
خوبی,O
قزوین,I_ORG
دریافت,O
هم,O
انها,O
همین,O
کرمان,I_mainLOC
ازاد,I_LOC
قضايیه,I_ORG
می,O
مدیر,B_PER
که,O
##ی,I_PER
دفاعی,I_ORG
اسلامی,I_ORG
بر,O
ایین,B_EVE
و,O
شد,O
الله,O
ازادی,O
خیابانی,O
متروی,I_ORG
##ی,I_PER
ای,I_ORG
ثبت,B_EVE
ساز,O
نفس,O
طلبد,O
مجلس,B_ORG
گیلان,B_LOC
معرفی,O
روز,B_DAT
شیون,B_PER
گو,O
خانواده,I_ORG
ننه,O
اطلاعاتی,I_ORG
،,I_EVE
های,I_EVE
ایران,B_LOC
نوشهر,I_PER
تی,O
علی,I_PER
رشته,O
بروجردی,I_EVE
نماز,B_EVE
رزمایش,I_ORG
افق,B_ORG
وری,O
برایم,O
هملت,O
امنیتی,I_PER
با,O
توصیه,O
،,O
۱۲,O
،,O
ثبتی,O
خبرگزاری,B_ORG
و,I_DAT
جام,B_EVE
دولت,B_ORG
پکن,I_EVE
در,O
رغم,O
جهاد,B_ORG
مهدی,B_PER
ایسنا,B_ORG
رهبر,B_PER
به,O
##ژینسکی,I_PER
قیمت,O
گیاهان,O
بی,O
است,O
جشنواره,B_EVE
،,O
در,O
روز,B_TIM
ایران,B_NAT
و,O
برنامه,O
سنندج,B_LOC
،,O
و,I_EVE
دیا,I_PER
های,O
سقز,I_mainLOC
اسلامی,O
ایسنا,O
نسترن,B_PER
-,O
تاکنون,O
گروه,O
در,O
داد,O
دبستانی,O
شامگاه,B_TIM
کشاورزی,O
بازرسی,I_ORG
زمان,I_PER
در,O
اول,B_DAT
در,O
۸۸,I_DAT
اصفهان,B_LOC
بهزیستی,I_ORG
یکشنبه,B_DAT
جهت,O
در,O
خروجی,O
و,O
نه,O
بود,O
وقتی,O
محل,B_LOC
دی,I_DAT
بلومبرگ,B_ORG
مقابله,I_ORG
۰۱,I_DAT
های,O
مازندران,I_LOC
شرایط,O
فرمانداری,I_ORG
تمام,O
و,O
راه,O
گزارش,O
خصوص,O
ایران,B_LOC
پیست,B_LOC
شد,O
سالهای,B_DAT
دست,O
ایجاد,O
خصوص,O
مبین,I_ORG
تست,O
راد,I_PER
شورای,B_ORG
میزان,O
روز,B_DAT
ارتباطات,B_ORG
مچ,O
حداکثری,O
علی,B_PER
"""",O
بیان,O
می,O
دوم,O
اولین,B_EVE
ای,I_PER
پارس,B_ORG
و,O
دور,O
انتظامی,I_ORG
"""",O
الله,I_PER
tam,I_ORG
هرچه,O
فقره,O
حاشیه,O
از,O
نبرد,O
نفره,O
شروع,O
رقم,O
),O
بنیاد,B_ORG
کشاورزی,I_ORG
مرکزی,I_ORG
،,O
فناوری,I_ORG
میخواستند,O
شناسی,O
و,O
سجاد,B_PER
بیستم,I_DAT
۵۰۰۰,O
جاری,I_DAT
کانونها,O
مرکزی,I_PER
خود,O
منفی,O
اباعبدالله,I_PER
اسلامی,I_EVE
امریکا,B_LOC
مشترکی,O
صمت,I_ORG
شده,O
بچه,O
رع,O
جذب,O
محمد,B_PER
درصدی,O
شادی,I_PER
ازاد,I_ORG
در,O
به,O
اخیر,I_DAT
یکی,B_DAT
ایران,B_NAT
سلیمانی,I_PER
دامپزشکی,B_ORG
تختی,I_LOC
سبب,O
اموزش,I_ORG
کنیم,O
اسیب,O
ورک,O
رستوران,B_LOC
مجلس,I_ORG
چیست,O
از,O
۷,O
اسب,O
خود,O
زمان,O
بودند,O
قم,B_LOC
بهمن,I_DAT
مخدوش,O
رضوی,I_LOC
دو,O
ساز,I_ORG
-,O
و,I_ORG
که,O
لحاظ,O
و,O
،,O
،,I_EVE
نابارور,I_PER
منفی,O
در,O
قاهره,B_LOC
سیدمحمود,B_PER
از,O
مردمی,O
باشد,O
،,O
میلیون,O
اصفهان,I_ORG
ایران,B_ORG
ريیس,B_ORG
سعیده,B_PER
جامع,I_LOC
جایگزین,O
برق,I_ORG
بهشتی,I_ORG
نفت,I_ORG
هم,O
صورتش,O
شهرستان,I_PER
واژگونی,O
درجات,O
فلسطین,B_LOC
کیهان,B_ORG
اما,O
اسرايیلی,B_LOC
قرار,O
توافق,B_EVE
نگار,O
اهمیت,O
جشنواره,B_EVE
شماره,O
در,O
مهربان,O
سلب,O
چهارشنبه,I_DAT
اعمال,O
گروه,O
سالیانه,O
صاحب,B_PER
باید,O
با,O
غیرمتمرکز,O
کشور,O
دیکته,O
ما,O
یک,O
تناسبی,O
حضور,O
انقلاب,I_ORG
ممکن,O
این,O
حوادث,O
حوزه,O
اجتماعی,O
کردن,O
تاریخ,O
و,O
پرسپولیس,B_ORG
و,O
گام,O
کرد,O
اخلاق,I_ORG
درباره,O
می,O
امنیت,I_ORG
از,O
شرقی,I_LOC
۱۳۹۹,I_TIM
می,O
و,O
رسد,O
.,O
دوست,I_EVE
افغانستان,B_LOC
۰۳,I_DAT
خراسان,B_LOC
و,I_ORG
الاسلام,O
در,O
است,O
مهدی,I_PER
،,O
بهداشت,I_ORG
شکار,O
مرکزی,I_PER
روز,B_EVE
نیروهای,O
در,I_PER
مهاجرتهای,B_EVE
در,O
هیات,O
جونقان,B_LOC
یک,O
ساله,I_DAT
شده,O
کمای,B_LOC
تاجگردون,I_PER
ما,O
فرمانده,B_PER
لازم,O
کمپانی,B_ORG
ضیایی,I_PER
سند,O
قبل,B_DAT
ها,I_NAT
امام,B_PER
سعید,I_PER
اسلامی,I_ORG
و,O
بخش,O
تشکیل,O
اگرچه,O
روز,B_DAT
بر,O
به,O
لايوس,B_mainLOC
فر,I_PER
،,O
زنجان,I_LOC
اق,O
و,O
و,I_DAT
توان,O
زمان,O
اطلاع,I_ORG
اعضای,O
باز,O
کیا,O
؛,O
پور,I_PER
پایان,I_DAT
فیلم,I_EVE
مس,I_ORG
با,O
صدر,B_PER
صنایع,O
فرهنگسرای,B_LOC
جوان,I_ORG
هماهنگ,O
و,O
مالی,B_LOC
خدابنده,O
و,O
بنادر,O
ایتالیا,I_EVE
به,O
:,O
ارتش,B_ORG
این,O
علی,I_PER
این,O
انتظامی,I_ORG
ایران,B_NAT
ایران,I_ORG
ایران,B_NAT
و,O
اشاره,O
محیط,I_ORG
متاسفانه,O
گزارش,O
فروشان,O
کشور,I_ORG
در,O
حضرت,B_PER
خانم,B_PER
بیماری,O
ابتلا,O
کادر,I_ORG
شهید,O
این,O
در,O
منسجم,O
مشترکین,O
احتمالا,O
به,O
ایرانشهر,B_LOC
امنیت,I_ORG
معصوم,I_PER
دستور,O
پردازند,O
همایش,B_EVE
است,O
از,O
دومین,I_EVE
چه,O
کرمان,B_LOC
در,O
افزود,O
استانه,O
این,O
کرد,O
،,O
فرهنگ,O
بخش,O
مخابرات,B_ORG
دیزین,B_LOC
-,O
کرد,O
بوده,O
پیوست,O
و,O
مقدس,I_ORG
؟,O
به,O
حضور,O
به,O
جلسه,O
و,O
وارد,O
که,O
امام,B_PER
##گان,I_ORG
جز,O
دوم,I_DAT
بهداشت,I_LOC
مورد,O
نوجوانان,I_ORG
استقلال,B_ORG
محمد,B_PER
بین,B_NAT
اسلامی,I_ORG
ها,O
##زارش,I_PER
##ن,I_PER
زرین,I_PER
۲۲۸,O
غذایی,O
جانباز,O
برتولوچی,B_PER
خزانه,O
بهمن,O
مجمع,B_ORG
است,O
شوند,O
ها,I_PER
مسکن,I_ORG
حاضر,O
برخوردی,O
۴۰,B_DAT
که,O
عبداللهی,I_PER
و,O
ورود,O
را,O
خوزستان,B_mainLOC
خبرگزاری,B_ORG
رعایت,O
باعث,O
معصومه,I_PER
فارس,I_ORG
براقی,I_PER
داد,O
جور,I_LOC
تجلیل,O
در,O
در,O
،,O
وارد,O
فتح,B_PER
نمی,O
وین,B_LOC
والدین,O
:,I_PER
سهم,O
سه,B_DAT
فکر,O
،,I_ORG
کشورهای,O
جوان,I_ORG
انجمن,B_ORG
داوطلبان,O
۱۴۰۰,I_DAT
##کرون,O
کالین,B_PER
وزارت,B_ORG
ساختمان,O
معظم,I_ORG
۶۰,I_DAT
دو,B_DAT
اروپا,B_LOC
شهر,O
هشتمین,I_EVE
دانشجویان,I_ORG
عدالت,O
گروه,O
علی,B_PER
بنیان,I_ORG
اسلامی,I_ORG
فعلی,I_PER
خطیب,I_PER
ایام,O
و,I_EVE
کشف,O
امیر,B_PER
افتتاحیه,O
لازم,O
ذوب,B_ORG
بازرگانی,I_ORG
سید,B_PER
توسط,O
پدید,O
خوزستان,B_LOC
گزارش,O
خراسان,I_LOC
مورخ,B_DAT
ایرنا,B_ORG
گفت,O
نشود,O
-,I_PER
کرمان,B_LOC
مفید,O
که,O
مهدی,B_PER
کاشان,I_mainLOC
سرطان,O
عنوان,O
۱,O
به,O
:,O
متخلف,B_PER
خود,O
و,O
بالای,O
ان,O
اسلامی,I_ORG
دارند,O
البرز,I_LOC
حاجی,I_PER
طفل,O
محمدی,I_PER
دانلود,O
و,O
این,O
و,I_DAT
افطار,O
تند,O
گذشته,I_DAT
حوزه,B_LOC
زبان,O
حسین,B_PER
دولت,B_ORG
–,O
مجلس,B_ORG
اهداف,O
هیچ,O
۱۳۹۹,I_DAT
مبارزه,O
طهرانچی,I_PER
تفسیر,O
ورزش,B_ORG
و,O
تبیین,O
ایرنا,B_ORG
در,O
##ون,I_PER
فرهنگ,O
این,O
مستند,O
دانشکده,B_ORG
روز,O
که,O
همراه,B_ORG
تحلیلگر,O
شمسی,I_DAT
عرصه,O
واحد,B_LOC
که,O
با,O
که,O
،,O
۱۷,O
الله,I_PER
جنگ,O
جهان,O
شیمیدر,B_ORG
ستاد,B_ORG
خود,O
حسینی,B_PER
های,O
هزینه,O
نظارت,O
بحرین,B_LOC
اراکی,B_PER
شیمیدر,B_ORG
در,O
انتظاراتتان,O
امسال,B_DAT
در,O
مسجد,B_LOC
حوزه,O
ازدواج,O
،,O
یاد,O
رودی,B_PER
یمن,I_NAT
مازندران,B_LOC
چین,B_NAT
ساله,O
درمان,O
لالی,B_LOC
و,O
ایران,I_PER
کانال,B_ORG
عراق,B_LOC
طارم,O
ابانماه,I_DAT
به,O
قطر,B_LOC
روابط,B_ORG
،,O
مشهد,I_ORG
قرمز,O
ملی,I_PER
حاج,I_EVE
چین,B_LOC
.,O
پاک,I_PER
ششم,I_DAT
تاریخی,O
شاگردان,O
شهر,B_LOC
رهگیری,O
ضد,O
شهادتشان,O
اموز,O
گزینند,I_ORG
مجمع,B_ORG
فناوری,I_ORG
اباد,I_LOC
اصفهان,I_ORG
۱۳۹۳,I_DAT
۳۱۲,O
می,O
مشکلات,O
ایسنا,B_ORG
به,O
ازمون,O
شبکه,O
شان,I_PER
عربستان,B_LOC
اسلامی,I_ORG
اجتماعی,I_ORG
عوامل,O
انتظار,O
از,O
و,O
با,O
اموزش,O
سال,B_DAT
استان,I_mainLOC
پرسش,O
کشور,I_ORG
رییس,B_PER
این,O
به,O
برای,O
مانده,O
ایرنا,B_ORG
دوازده,I_DAT
رم,I_mainLOC
سازی,O
فوتبال,I_ORG
انسانی,O
برای,O
ایت,B_PER
بروزرسانی,O
ملی,I_ORG
چنانچه,O
به,O
ماه,I_TIM
و,O
افرادی,O
نخستین,O
دروغگو,O
کلمبوس,I_LOC
استقلال,B_ORG
بررسی,O
و,I_PER
امریکا,B_LOC
جشنواره,I_EVE
،,O
روز,B_EVE
جمهوری,B_ORG
نیازمند,O
سعودی,B_NAT
فرهنگی,I_ORG
بتواند,O
اهداء,O
امور,B_ORG
وزارتخانه,B_ORG
اله,I_PER
با,O
ظرفیت,O
جشنواره,B_EVE
افراد,O
اینکه,O
دوشنبه,I_TIM
که,O
رم,B_LOC
قرارگاه,B_ORG
دوبی,B_LOC
نظر,O
عالی,I_PER
برگزار,O
است,O
سال,B_DAT
##لاج,I_ORG
افرایش,O
بیوتیکی,I_ORG
شامل,O
شهید,B_PER
بانه,B_LOC
مراقبت,I_LOC
سلطه,O
شده,O
مختلف,O
اقیانوسیه,B_LOC
.,O
که,O
سلیمان,B_PER
سازی,I_EVE
دندانی,O
،,I_LOC
واقع,O
ادامه,O
پیگیری,O
۲۵,B_DAT
گزارش,O
ایران,B_NAT
ایمنا,B_ORG
زمینه,O
ردپای,O
استان,I_ORG
مسیح,B_PER
رژیم,B_ORG
و,O
و,O
،,O
با,O
رادیو,B_ORG
گذشته,I_TIM
طبق,O
برنامه,I_ORG
ریزش,O
مهر,I_PER
شده,O
اکرم,I_LOC
که,O
شمارش,O
عراق,B_LOC
سال,B_DAT
منصوب,O
نجفی,I_PER
صهیونیستی,I_ORG
گفت,O
پایگاه,B_LOC
پاسدار,I_EVE
سینمایی,I_ORG
،,O
علیه,I_PER
تعیین,O
با,O
استان,O
ثمر,O
نرم,O
یا,O
بدن,O
سالیوان,I_PER
مراسم,O
ایران,B_LOC
قم,B_LOC
الله,B_PER
بایدن,B_PER
بافقی,I_PER
۹۹,I_DAT
رسانی,I_ORG
می,O
تقوی,I_PER
سی,O
تا,I_TIM
مرا,O
عج,O
که,O
میزان,O
کرده,O
جاده,O
النهضه,I_LOC
باقر,I_PER
با,I_ORG
برادران,O
به,O
رعایت,O
تولید,O
زارع,I_PER
مصرف,O
مسی,B_PER
خواری,O
مبنای,O
تداوم,O
پوستان,O
پیام,I_LOC
سال,I_DAT
،,O
فاطمه,I_PER
در,O
اینکه,O
در,O
دوره,O
دیزین,I_ORG
بودیم,O
اب,I_ORG
می,O
تاسیساتی,O
امور,I_ORG
شهریور,B_DAT
نساجی,B_ORG
علی,B_PER
کشور,I_PER
سفارت,I_EVE
معیشتی,O
روز,O
است,O
برداری,I_ORG
۱۱,O
در,O
ایسکانیوز,B_ORG
داشت,O
دوره,O
عربستان,B_LOC
و,O
در,O
و,O
دکتر,O
فرهنگی,I_ORG
قاطعانه,O
از,O
ایمانی,I_ORG
اختصاص,O
خیراباد,I_EVE
اموزان,O
کاربری,I_mainLOC
ابو,I_PER
کنیم,O
چرا,O
تیم,O
در,O
نظر,O
دفاع,O
،,I_PER
با,O
با,O
۱۴,I_DAT
و,O
کتب,O
را,O
باعث,O
به,O
پست,O
شمالی,I_LOC
داده,O
رسانی,I_ORG
مذهبی,O
برنامه,I_ORG
فعالیت,I_ORG
۰۹,I_DAT
تسنیم,I_ORG
توسعه,I_PER
رضا,B_PER
تا,O
رسانه,O
باید,O
نظارت,I_ORG
ورمونت,I_NAT
فارس,I_ORG
افزود,O
۱۰,I_DAT
ع,I_PER
شهدای,I_mainLOC
خراسان,B_mainLOC
قرارگاه,B_mainLOC
انتخابات,O
هزار,I_EVE
شرکت,B_ORG
اقدام,O
.,O
تا,O
پژوهشگاه,B_ORG
کل,I_PER
گفت,O
خود,O
۲۷۰,O
سر,O
است,O
،,I_PER
با,O
به,O
جمهوری,I_EVE
است,O
ازادگان,I_PER
،,I_PER
فجر,I_EVE
شهرستان,B_mainLOC
صدیقه,I_EVE
سنسور,O
را,O
حاشیه,O
،,O
و,I_ORG
مدیریت,I_ORG
دره,I_mainLOC
تکمیل,O
داعش,B_ORG
فرصتی,O
ان,O
با,O
اماکن,O
های,O
سازمان,O
دیدیم,O
تشریفات,O
خوش,I_PER
تسنیم,B_ORG
الودگی,O
امروز,B_DAT
نباید,O
و,O
قلمرو,I_EVE
وزارت,B_ORG
ناشر,O
به,O
و,O
دانشگاهی,I_ORG
بال,O
جشنواره,B_EVE
و,O
یاس,O
لیدز,I_PER
کرد,O
انقلاب,B_EVE
بین,O
در,O
شهرستان,I_ORG
حضرت,B_PER
شده,O
.,O
انجمن,I_PER
گفت,O
قم,B_mainLOC
سوزی,I_EVE
در,O
مطیعی,I_PER
اسلامی,I_ORG
بزرگداشت,I_ORG
مرداد,I_DAT
اسداباد,I_ORG
س,I_PER
واسطه,O
ایسنا,B_ORG
احمر,I_mainLOC
رباط,I_mainLOC
جدید,I_DAT
جامع,I_LOC
راه,I_ORG
رکنی,B_PER
ناگهانی,I_EVE
سوره,O
که,O
ريال,B_ORG
مردادماه,I_DAT
و,O
در,O
ان,O
شهدا,O
اقدامات,O
از,O
استفاده,O
بر,O
ایام,O
امریکا,B_LOC
کاخ,B_LOC
را,O
النمر,I_PER
به,O
ایرنا,B_ORG
به,O
امنیت,O
گرگان,B_LOC
افتخار,O
سومین,I_EVE
وزارت,O
این,O
پزشکی,I_ORG
هستیم,O
زنجان,I_LOC
نزدیک,O
معاون,O
در,O
نویسنده,O
بعثت,I_LOC
را,O
که,O
شود,O
پویا,I_ORG
کرونا,O
گفت,O
ايمه,B_PER
قم,I_ORG
انقلاب,I_PER
به,O
سپاه,I_ORG
جف,B_PER
و,O
دو,O
فارس,B_LOC
،,O
به,O
.,O
معنا,O
رد,O
ایتالیاست,O
نماینده,O
نکرد,O
بریکس,O
مسيولی,O
بلندی,I_ORG
کپنهاگ,B_LOC
در,O
##ی,O
محور,I_LOC
علوم,I_ORG
دانند,O
در,O
اباد,I_LOC
درطرح,B_EVE
جمهوری,B_NAT
نتواند,O
/,I_DAT
بر,O
از,O
روی,O
همدان,B_LOC
و,I_EVE
موحد,I_PER
ایران,B_LOC
مردم,O
است,O
